Year,State,Topic,Question,Data_Value,Age_Group,Gender,Race/Ethnicity,Cluster
2019,South Dakota,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,8.9,Overall,Unknown,"White, non-Hispanic",1
2015,South Dakota,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,42.1,Overall,Unknown,Unknown,0
2019,South Dakota,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,32.2,Overall,Male,Unknown,0
2015,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,15.1,50-64 years,Male,Unknown,1
2019,South Dakota,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,29.0,65 years or older,Unknown,"White, non-Hispanic",0
2016,Tennessee,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,50.7,65 years or older,Female,Unknown,2
2019,Tennessee,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,54.3,50-64 years,Unknown,Unknown,2
2019,South Carolina,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,11.3,65 years or older,Unknown,"White, non-Hispanic",1
2015,South Dakota,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,6.3,65 years or older,Unknown,Unknown,1
2019,South Dakota,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,41.0,50-64 years,Male,Unknown,0
2019,South Dakota,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,9.1,Overall,Male,Unknown,1
2015,Tennessee,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,55.0,50-64 years,Unknown,Unknown,2
2019,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,12.1,65 years or older,Unknown,"White, non-Hispanic",1
2016,Tennessee,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,14.6,50-64 years,Male,Unknown,1
2019,Tennessee,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,38.5,65 years or older,Unknown,"White, non-Hispanic",0
2015,South Dakota,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,32.8,Overall,Male,Unknown,0
2015,Tennessee,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,50.6,Overall,Male,Unknown,2
